,Andrew,Bernard,Carle,Davide,Eugene,Fred,George,Marmaduke
0,-36.9442089152,7.11548161592,3.07660669369,1.83245849936,2.05967289669,0.112941320804,-0.7061816754,5.40955023408
1,-76.2681551835,9.87136116941,1.85484334024,1.62823125085,2.81867229818,0.0610494402281,-0.595321003086,4.86963107882
2,-45.0209618517,7.77292099857,1.01910517281,1.59541941573,-0.906163568983,0.236598923571,-1.75969781191,3.49306125375
3,-31.9352099235,6.67016827191,2.11759848624,-1.27411111855,1.83560529473,0.270813231303,1.99675914353,4.90433389109
4,-40.7381450247,7.43257650397,0.0484494905648,-0.865900770783,2.32154934931,0.0865202288962,1.72053084946,3.24734451898
5,-46.6335916649,7.89676459316,0.00864022354922,2.21656281413,1.4886348077,0.0109927283771,-0.134249314868,3.32642514156
6,-78.3862092994,9.99594454636,1.84585658968,1.13881972604,-0.510941784321,0.0281617027729,-0.00564833314593,2.55897247216
7,-49.1883045948,8.08856713813,-0.00735352454637,3.14004869068,1.8006646337,0.306544351139,-1.97822271351,4.16582949583
8,-65.1705843279,9.18769257248,0.905555684772,-0.900910772481,0.0039515679425,0.0516882643166,1.06519185331,2.08531144043
9,-48.4119159236,8.03082638039,0.997434427456,-2.66356352783,1.43224077191,0.517592031834,0.336436472171,4.2127279387
10,-54.0685210007,8.44133281043,0.963878572052,1.4039812128,3.33008432411,1.33008432411,-1.40691114532,5.7855337909
11,-52.6109497138,8.33773714456,-0.0277577338926,-0.587873220027,0.950283608415,0.290171150049,-0.593513269965,1.80888952304
12,-53.2384544302,8.38251363224,0.968618828241,-1.61400223872,1.04651484221,0.590547611404,-1.81759079086,3.14967294748
13,-66.098207589,9.24700691086,0.90105821185,1.21456230943,-0.945642429885,0.138060642009,0.650004179875,2.70991565156
14,-36.7112101853,7.0954776679,2.0784108148,-3.52944158706,-0.612460052626,0.0735386415514,-0.529441587061,5.35856392692
15,-47.6759339022,7.9756530562,3.00203097371,-2.68915360774,-1.29512844459,0.591952869276,0.310846392262,5.73348192848
16,-32.4682920884,6.71918095879,2.11299907737,-0.0989865421481,-0.675154094672,0.32349797001,0.112027522237,3.19323886156
17,-79.1324634754,10.0394297578,-0.157262604416,2.87715510655,1.37736387275,0.678367922525,0.042869067966,3.50119322716
